topic,argument,key_point,stance,label,argument_vi
Foster care brings more harm than good,"it provides a necessary function for abandoned children
many foster children are well adapted and happy
where would they go otherwise? orphanages are surely a far worst option",foster care can provide a child with a family dynamic,-1,0,Nó cung cấp một giải pháp cần thiết cho trẻ em bị bỏ rơi; nhiều trẻ nhận nuôi vẫn hòa nhập tốt và hạnh phúc. Nếu không có hệ thống này thì các em sẽ đi đâu? Các trại trẻ mồ côi chắc chắn là lựa chọn tồi tệ hơn nhiều.
We should abolish the three-strikes laws,it provides justice to the victims and gives them a sense of security,repeat offenders should be punished accordingly,-1,0,Nó mang lại công lý cho các nạn nhân và đem đến cho họ cảm giác an toàn.
We should ban algorithmic trading,it should not be banned because it is efficient and fast,algorithmic trading merely enables better decisions in investments utilising technology and intelligence,-1,0,Không nên cấm vì nó vừa hiệu quả lại vừa nhanh chóng.
Entrapment should be legalized,it should not be legal because it makes some people commit a crime that they normally would not commit,entrapment can be abused and corner innocent people.,-1,0,Không nên hợp pháp hóa vì nó thúc đẩy người ta phạm tội trong khi bình thường họ sẽ không làm thế.
We should end the use of economic sanctions,it would be good to end the use because it shames governments,economic sanctions cause hard feelings between nations and can cause war.,1,0,Chấm dứt việc sử dụng là cần thiết vì điều này sẽ gây áp lực khiến các chính phủ phải thấy xấu hổ.
We should end racial profiling,it's a clear fact that some social groups are more responsible than others for criminal acts and thuse racial profiling is a helpful shorthand tool to use in law enforcement.,certain groups are more prone to crimes than others.,-1,1,"Rõ ràng là một số nhóm xã hội dễ phạm tội hơn nhóm khác, nên việc nhắm vào sắc tộc là một công cụ tiện lợi để cơ quan thực thi pháp luật sử dụng."
We should end the use of economic sanctions,it's a way for a country to stand up to another country if we disagree with the way they live or if there's something such as human rights violations.,economic sanctions are an effective alternative to military action,-1,0,Đây là cách để một quốc gia thể hiện lập trường cứng rắn với quốc gia khác khi có bất đồng về lối sống hoặc có các vấn đề như vi phạm nhân quyền.
We should abolish the three-strikes laws,"its a great crime deterrent,  people dont feel secure committing crimes knowing they will be locked up for life.",repeat offenders should be punished accordingly,-1,0,"Đây là biện pháp ngăn chặn tội phạm cực tốt, vì chẳng ai dám phạm tội khi biết mình sẽ phải ngồi tù chung thân cả."
We should end racial profiling,law enforcement must be enabled to use any tactic that allows for the prevention of crime and capture of criminals,certain groups are more prone to crimes than others.,-1,0,Cơ quan thực thi pháp luật phải được phép sử dụng bất kỳ chiến thuật nào để ngăn chặn tội phạm và bắt giữ tội phạm.
Entrapment should be legalized,law enforcement's job is to stop crime; not create it.,entrapment can be abused and corner innocent people.,-1,0,Nhiệm vụ của cảnh sát là ngăn chặn tội phạm chứ không phải là tạo ra nó.
We should end racial profiling,law-abiding citizens in groups that are racially profiled against may be unwilling to cooperate with law enforcement.,people should be judged as individuals not by their race,1,0,Những công dân tuân thủ pháp luật thuộc các nhóm bị nhắm vào vì sắc tộc có thể sẽ không muốn hợp tác với cảnh sát.
We should subsidize student loans,learning to pay your own bills is important for students to learn,student loans can be expensive and put young people in debt,-1,0,Học cách tự chi trả hóa đơn là kỹ năng quan trọng mà sinh viên cần phải học.
Entrapment should be legalized,legalising entrapment would assist law enforcement agencies when they have good reason to suspect an individual ofengaging in criminal activity which is otherwise hard to detect,entrapment  is a useful tool to law enforcement,1,1,Việc hợp pháp hóa các biện pháp gài bẫy sẽ hỗ trợ đắc lực cho cơ quan thực thi pháp luật khi họ có căn cứ hợp lý để nghi ngờ một cá nhân đang tham gia vào các hoạt động phạm tội vốn rất khó phát hiện.
We should subsidize student loans,"loans should not need to be subsidized as the students can pay them back when they are earning enough, which will be thanks to their education.",student loans can be expensive and put young people in debt,-1,0,"Các khoản vay sinh viên không cần thiết phải được trợ cấp, vì người học hoàn toàn có thể chi trả sau khi tốt nghiệp và có mức thu nhập ổn định nhờ chính tấm bằng đó."
The use of public defenders should be mandatory,making a public defender mandatory takes away choice from those who may wish to find their own attorney or even just represent themselves.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Việc bắt buộc sử dụng luật sư công tước đoạt quyền lựa chọn của những người muốn tự thuê luật sư riêng hoặc thậm chí là tự bào chữa cho chính mình.
The use of public defenders should be mandatory,"making it mandatory is a slight overkill.  mandatory for those that cannot get counsel another way, sure but the wording is too loose here so i must say no.",public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,"Quy định bắt buộc này có phần hơi quá đà. Nếu chỉ bắt buộc đối với những người không có cách nào khác để tìm kiếm sự hỗ trợ pháp lý thì được, nhưng cách diễn đạt này quá lỏng lẻo nên tôi không đồng tình."
The use of public defenders should be mandatory,making public defenders mandatory would be a waste of public funds; public defenders should only be retained for those who cannot afford to pay for their own defence.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,1,"Việc bắt buộc sử dụng luật sư công sẽ gây lãng phí ngân sách nhà nước; thay vào đó, dịch vụ này chỉ nên dành riêng cho những người không đủ khả năng chi trả cho luật sư riêng."
The use of public defenders should be mandatory,mandating public defenders will create tons of political backlash that will actualize in more conservative politicians winning office and more regulations giving rich people extra rights will pass.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,"Việc bắt buộc sử dụng luật sư công sẽ gây ra làn sóng phản đối chính trị dữ dội, dẫn đến việc các chính trị gia bảo thủ giành lợi thế và thông qua các quy định mang lại đặc quyền cho người giàu."
The use of public defenders should be mandatory,mandating the  use of public defenders will ensure that all defendents are treated equally and not more favourably for those who can afford the best lawyers,public defenders should be mandatory to ensure everyone has a fair shot,1,1,"Việc bắt buộc sử dụng luật sư công sẽ đảm bảo mọi bị cáo đều được đối xử công bằng, tránh tình trạng những người giàu có được ưu tiên tiếp cận với các luật sư giỏi nhất."
The use of public defenders should be mandatory,mandating the use of public defenders ensures a fair trial for all.,public defenders should be mandatory to ensure everyone has a fair shot,1,1,Việc bắt buộc sử dụng luật sư công là cách để đảm bảo một phiên tòa công bằng cho tất cả mọi người.
The use of public defenders should be mandatory,mandatory public defence would be costly for the state. the money might be better off spent elsewhere such as fighting crime.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,1,Chế độ luật sư công bắt buộc sẽ là gánh nặng chi phí cho nhà nước. Số tiền đó nên được đầu tư vào những mục đích thiết thực hơn như đấu tranh phòng chống tội phạm.
The use of public defenders should be mandatory,mandatory representation by public defenders endures all defendents have a level playing field and that those with the most money are more likely to be acquitted when guilty,public defenders should be mandatory to ensure everyone has a fair shot,1,1,"Việc bắt buộc có luật sư công đại diện đảm bảo rằng tất cả bị cáo đều có vị thế ngang hàng, tránh việc những kẻ có tiền dễ dàng thoát tội dù có tội."
Foster care brings more harm than good,many children are moved from home to home without finding a good family.,foster care is open to abuse by predators,1,0,"Nhiều trẻ em phải sống cảnh nay đây mai đó, chuyển từ nhà này sang nhà khác mà vẫn chẳng tìm được một mái ấm thực sự."
Foster care brings more harm than good,many children in the foster care system have issues that can destroy a family.,foster care is open to abuse by predators,1,0,"Nhiều trẻ em trong hệ thống chăm sóc thay thế mang theo những vấn đề tâm lý rất nặng nề, đủ sức làm tan vỡ bất kỳ gia đình nào nhận nuôi các em."
Foster care brings more harm than good,many foster children have behavioral or cognitive problems which foster care parents are not prepared to deal with.,foster care is open to abuse by predators,1,0,"Phần lớn trẻ em được nhận nuôi gặp phải các vấn đề về hành vi hoặc nhận thức, trong khi các bậc cha mẹ nuôi lại hoàn toàn thiếu sự chuẩn bị để đối phó với những tình huống đó."
We should abolish the three-strikes laws,many people could be imprisoned with harsh sentences for minor offenses,the three strike law has not proved effective in reducing criminality,1,0,Nhiều người có nguy cơ phải ngồi tù với những bản án rất nặng nề chỉ vì những lỗi vi phạm nhỏ nhặt.
The use of public defenders should be mandatory,many people do not have the mental capacity to understand the reasons to defend themselves and the usage of public defenders should be mandatory.,public defenders should be mandatory to ensure everyone has a fair shot,1,0,"Nhiều người không có đủ khả năng nhận thức để hiểu tại sao họ cần tự bào chữa, vì vậy việc chỉ định luật sư công là yêu cầu bắt buộc."
We should end racial profiling,most of the crimes that are committed and solved are done by racial profiling.,certain groups are more prone to crimes than others.,-1,0,Phần lớn các vụ án được phá đều bắt nguồn từ việc phân biệt chủng tộc ngay từ đầu.
Foster care brings more harm than good,"most people foster children for the money not for the love of the children, therefore, causing more harm than good to the mental health of the children.",foster care is open to abuse by predators,1,0,"Đa số mọi người nhận nuôi trẻ chỉ vì tiền chứ chẳng phải vì tình thương, và chính điều này đã gây ra những tổn thương tâm lý nghiêm trọng cho bọn trẻ."
We should abolish the three-strikes laws,"most people who commit violent crimes are acting impulsively, without thought to the consequences of their actions. thus, three strikes laws won't deter most violent crimes.",the three strike law has not proved effective in reducing criminality,1,1,"Hầu hết những kẻ phạm tội bạo lực đều hành động theo bản năng mà không hề nghĩ đến hậu quả, thế nên cái luật 'ba lần phạm tội' cũng chẳng ngăn chặn được mấy vụ án đâu."
We should adopt a zero-tolerance policy in schools,"no child should be subject to a zero-tolerance policy, children learn by testing boundaries and making mistakes, they need flexibility not harsh and damaging punishments for natural behavior",a zero tolerance policy is unfair for minimal infractions.,-1,0,"Không một đứa trẻ nào đáng phải chịu đựng chính sách 'không khoan nhượng', vì trẻ con học hỏi bằng cách thử sai và phá vỡ các giới hạn; các em cần sự linh hoạt thay vì những hình phạt hà khắc gây tổn thương cho những hành vi tự nhiên."
We should adopt a zero-tolerance policy in schools,no evidence has been found that zero tolerance policies deter bullying and violence in schools,a zero tolerance policy is unfair for minimal infractions.,-1,0,Chẳng có bằng chứng nào cho thấy chính sách 'không khoan nhượng' có thể ngăn chặn được tình trạng bắt nạt hay bạo lực học đường cả.
We should subsidize student loans,"no need to subsidize student loans, people can access education by using their own money and time",student loans can be expensive and put young people in debt,-1,0,"Chẳng việc gì phải trợ giá các khoản vay sinh viên cả, người ta hoàn toàn có thể tự đầu tư vào giáo dục bằng chính thời gian và tiền bạc của mình."
The use of public defenders should be mandatory,nobody can be forced to represented by a public defender; it is a personal choice.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Không ai có quyền ép buộc người khác phải được luật sư công bào chữa; đó là quyền lựa chọn cá nhân.
The use of public defenders should be mandatory,not all criminals have the right to have a defense,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Không phải tội phạm nào cũng có quyền được hưởng quyền bào chữa.
We should subsidize student loans,offer protection to students and protect them from predatory lenders,student loans is a help for those who do not have resources,1,0,Cần có các biện pháp bảo vệ để giúp sinh viên tránh khỏi bẫy của những tổ chức tín dụng đen.
We should end the use of economic sanctions,often the only way get regressive regimes to act in the best interest of their populace is to financially strong-arm them in to doing so.,economic sanctions are an effective alternative to military action,-1,0,"Đôi khi, cách duy nhất để ép các chế độ độc tài hành động vì lợi ích của người dân là dùng áp lực tài chính để buộc họ phải làm theo."
We should ban cosmetic surgery,often there are no valid medical reasons for having cosmetic surgery so its frivolous and taking unnecessary risks,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Đa phần các ca phẫu thuật thẩm mỹ đều chẳng có lý do y khoa chính đáng, nó chỉ là sự phù phiếm và đánh đổi rủi ro không cần thiết."
We should ban algorithmic trading,one bad tweek to code could cause a financial collapse of the economy,algorithmic trading can cause unnatural market movements.,1,0,Chỉ cần một dòng code sai sót thôi cũng đủ sức gây ra cuộc khủng hoảng tài chính toàn hệ thống.
We should abolish the three-strikes laws,"one effect of mandatory sentencing, and of three-strikes laws in particular, is the rapid growth of the prison population",the three strike law has not proved effective in reducing criminality,1,0,"Một hệ quả tất yếu của các chính sách tuyên án bắt buộc, đặc biệt là luật 'ba lần phạm tội', chính là sự bùng nổ dân số trong các nhà tù."
Entrapment should be legalized,"only criminally-minded people would commit crimes, even in situations where it is encouraged by police.",entrapment  is a useful tool to law enforcement,1,0,"Chỉ những kẻ có tư tưởng phạm tội mới làm điều đó, ngay cả trong những tình huống bị cảnh sát khích bác."
The use of public defenders should be mandatory,only if everyone has access to free public defense will the justice system be fair,public defenders should be mandatory to ensure everyone has a fair shot,1,1,Hệ thống tư pháp chỉ thực sự công bằng khi tất cả mọi người đều được tiếp cận dịch vụ bào chữa công miễn phí.
We should subsidize student loans,our young people need to be educated so that they can become productive members of our society.,student loans is a help for those who do not have resources,1,0,Giới trẻ cần được giáo dục bài bản để trở thành những công dân có ích cho xã hội.
We should ban cosmetic surgery,people altering their looks for cosmetic purposes is unnecessary and possibly dangerous.  going through overpriced surgery just for vanity should not be allowed,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Việc phẫu thuật thẩm mỹ là không cần thiết và tiềm ẩn nhiều rủi ro. Chúng ta không nên khuyến khích việc tốn kém tiền bạc chỉ để chạy theo vẻ bề ngoài.
We should abolish the three-strikes laws,"people are in jail for life over small offenses they commit as young people, its totally unfair and costs tax payers more than it needs to.",the three strike law has not proved effective in reducing criminality,1,0,"Nhiều người phải chịu án tù chung thân chỉ vì những sai lầm thời trẻ, điều này thật bất công và gây lãng phí tiền thuế của người dân một cách không đáng có."
We should ban cosmetic surgery,"people can do what they want to their body, where does this stop? no invasive surgery, no injections, no facials, no makeup?","cosmetic surgery is safe, and can help people.",-1,0,"Mỗi người có quyền làm những gì họ muốn với cơ thể mình. Vậy ranh giới nằm ở đâu? Nếu cấm phẫu thuật, thì có cấm luôn cả tiêm filler, chăm sóc da hay trang điểm không?"
We should subsidize student loans,people choose to go to university and earn more as a result so should pay a market rate for their loans to do so.,student loans can be expensive and put young people in debt,-1,0,"Mọi người chọn học đại học để có thu nhập cao hơn trong tương lai, nên việc họ phải trả lãi vay theo giá thị trường là điều hợp lý."
The use of public defenders should be mandatory,"people have a right to be represented by the best when they are facing potential fines, incarceration, or worse. mandating public defenders strips people of this right.",public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Ai cũng có quyền được bào chữa bởi những luật sư giỏi nhất khi đối mặt với các án phạt hoặc nguy cơ ngồi tù. Việc bắt buộc sử dụng luật sư công đã tước đi quyền lợi chính đáng đó của họ.
We should ban cosmetic surgery,people have a right to make decisions about what they want to do with their own bodies,"cosmetic surgery is safe, and can help people.",-1,0,Mỗi cá nhân có quyền tự quyết định những gì họ muốn làm với cơ thể của chính mình.
Entrapment should be legalized,people have a right to privacy guaranteed by the constitution. entrapment is a clear violation of this.,entrapment can be abused and corner innocent people.,-1,0,"Quyền riêng tư là quyền cơ bản được Hiến pháp bảo vệ. Vì vậy, việc gài bẫy phạm tội là hành vi vi phạm pháp luật nghiêm trọng."
The use of public defenders should be mandatory,people have a right to whatever defense they can afford or even represent themselves. by forcing people to use a public defender you are taking away their rights,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Mọi người có quyền thuê luật sư theo khả năng tài chính hoặc tự bào chữa cho mình. Ép buộc họ dùng luật sư công chính là đang tước đoạt quyền lợi hợp pháp của họ.
We should ban cosmetic surgery,"people have the freedom to do whatever they wish with their own bodies and appearance, within the bounds of the law.","cosmetic surgery is safe, and can help people.",-1,0,"Con người có quyền tự do làm bất cứ điều gì họ muốn với cơ thể và ngoại hình của mình, miễn là vẫn nằm trong khuôn khổ pháp luật."
We should ban cosmetic surgery,people have the right to decide what they can and can not do with their bodies and do not need government interfering.,"cosmetic surgery is safe, and can help people.",-1,0,Mọi người có quyền tự quyết định những gì mình được làm hoặc không được làm với cơ thể của chính họ mà không cần sự can thiệp từ chính phủ.
We should ban cosmetic surgery,people have the right to enhance their body in any way they want to.,"cosmetic surgery is safe, and can help people.",-1,0,"Mọi người có quyền can thiệp, chỉnh sửa cơ thể theo bất cứ cách nào họ muốn."
The use of public defenders should be mandatory,people have the right to hire whichever lawyer they choose.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Mọi người có quyền tự do lựa chọn bất kỳ luật sư nào mà họ tin tưởng.
We should ban cosmetic surgery,people have the right to make body modifications if they are not satisfied with the way they are.,"cosmetic surgery is safe, and can help people.",-1,0,Mọi người có quyền thực hiện các thay đổi trên cơ thể nếu họ cảm thấy không hài lòng với vẻ ngoài của mình.
The use of public defenders should be mandatory,people have the right to their own attorney or no attorney at all.  making a public defender mandatory takes away a fundamental freedom.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Mọi người có quyền được thuê luật sư riêng hoặc không cần luật sư. Việc bắt buộc phải dùng luật sư công chính là tước đoạt một quyền tự do cơ bản.
The use of public defenders should be mandatory,people need to be protected from themselves. making public defenders mandatory would ensure people who would otherwise mistakenly represent themselves an fair chance in the courtroom,public defenders should be mandatory to ensure everyone has a fair shot,1,1,Con người cần được bảo vệ khỏi chính bản thân mình. Việc bắt buộc có luật sư công sẽ đảm bảo cho những người vì sai lầm mà tự bào chữa vẫn có được một phiên tòa công bằng.
We should end racial profiling,people of certain groups are more likely to commit certain types of crime.,certain groups are more prone to crimes than others.,-1,1,Một số nhóm đối tượng nhất định thường có xu hướng thực hiện những loại tội phạm cụ thể hơn.
The use of public defenders should be mandatory,people should be able to choose if they want someone to represent them or not.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Mọi người nên được tự do lựa chọn việc có cần người đại diện cho mình hay không.
We should ban cosmetic surgery,people should be able to do whatever they want to their body,"cosmetic surgery is safe, and can help people.",-1,0,Mọi người nên được phép làm bất cứ điều gì họ muốn với cơ thể của mình.
We should ban cosmetic surgery,people should be able to make the choice on their own without someone telling them that they can't.,"cosmetic surgery is safe, and can help people.",-1,0,Mọi người nên được tự mình đưa ra quyết định mà không cần ai khác phải áp đặt hay cấm đoán.
We should ban cosmetic surgery,people should be able to spend their money as they wish.,"cosmetic surgery is safe, and can help people.",-1,0,Mọi người nên được toàn quyền quyết định việc chi tiêu tiền bạc của chính mình.
We should ban cosmetic surgery,people should be allowed to change their body in any way that makes them happy.,"cosmetic surgery is safe, and can help people.",-1,0,Ai cũng nên được tự do thay đổi cơ thể theo bất cứ cách nào khiến họ cảm thấy hạnh phúc.
We should ban cosmetic surgery,people should be content with how they look and it gives out the wrong message about body image when people change how they look like this.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,1,"Mọi người nên hài lòng với ngoại hình tự nhiên của mình, việc lạm dụng chỉnh sửa sẽ tạo ra những thông điệp sai lệch về chuẩn mực cơ thể."
The use of public defenders should be mandatory,people should be free to choose whether they want to represent themselves or have someone else do it.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Mọi người nên có quyền tự quyết trong việc tự đại diện cho chính mình hoặc ủy quyền cho người khác.
We should ban cosmetic surgery,"people should be free to improve their looks,what if for example someone has a disfigurement ?they should be able to have the option to improve themselves by changing their appearance .","cosmetic surgery is safe, and can help people.",-1,0,"Ai cũng có quyền được cải thiện ngoại hình chứ, chẳng hạn như những người bị khiếm khuyết cơ thể thì sao? Họ xứng đáng có cơ hội để thay đổi diện mạo nhằm hoàn thiện bản thân hơn."
We should ban cosmetic surgery,people should be free to make their own choices,"cosmetic surgery is safe, and can help people.",-1,0,Mọi người nên được tự do đưa ra các lựa chọn cho riêng mình.
We should ban algorithmic trading,people should be free to use a computer trading program at their own risk,algorithmic trading merely enables better decisions in investments utilising technology and intelligence,-1,0,Mọi người nên được tự do sử dụng các chương trình giao dịch tự động và tự chịu trách nhiệm với rủi ro của bản thân.
The use of public defenders should be mandatory,people should have a right to their own attorney,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Ai cũng nên có quyền được thuê luật sư riêng cho mình.
The use of public defenders should be mandatory,people should have the freedom to choose their own.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Mọi người nên có quyền tự do đưa ra lựa chọn của cá nhân.
The use of public defenders should be mandatory,people should have the option to use their own attorney,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Ai cũng nên có quyền được lựa chọn luật sư cho riêng mình.
We should ban cosmetic surgery,people should have the right to spend their money on any consumption that would only harm themselves.,"cosmetic surgery is safe, and can help people.",-1,0,Mọi người nên có quyền tiêu tiền vào bất cứ thứ gì dù điều đó chỉ gây hại cho bản thân họ.
The use of public defenders should be mandatory,people should have the right to use the attorney they want.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Mọi người nên có quyền được chọn luật sư mà họ mong muốn.
Foster care brings more harm than good,people who grew up in foster homes have a high rate of incarceration,foster care is open to abuse by predators,1,0,Những người lớn lên trong các trại trẻ mồ côi có tỷ lệ phạm tội và phải ngồi tù rất cao.
We should ban cosmetic surgery,"peoples' sense of sense worth is often linked to their appearance, and if cosmetic surgery can bring happiness, then it is purely down to the choice of the individual.","cosmetic surgery is safe, and can help people.",-1,0,"Giá trị bản thân của mỗi người thường gắn liền với ngoại hình, nên nếu phẫu thuật thẩm mỹ mang lại hạnh phúc cho họ thì đó hoàn toàn là lựa chọn cá nhân."
We should ban cosmetic surgery,"plastic surgery carries risk and when it goes wrong, the nhs have to pay to repair the damage if the patient is suffering or at risk of serious illness.",cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ luôn tiềm ẩn rủi ro, và khi có sự cố, NHS (Dịch vụ Y tế Quốc gia) lại phải gánh chi phí khắc phục nếu bệnh nhân gặp biến chứng hoặc đối mặt với nguy cơ bệnh tật nghiêm trọng."
Entrapment should be legalized,"police entrapment creates more crime. it sets up individuals to commit crimes which, on their own, they may not have committed.",entrapment can be abused and corner innocent people.,-1,0,"Việc cảnh sát gài bẫy chỉ làm gia tăng tội phạm, vì nó tạo điều kiện cho những người vốn dĩ sẽ không phạm tội lại thực hiện hành vi sai trái."
Entrapment should be legalized,police using entrapment could convince someone to commit a crime that they otherwise would not have.,entrapment can be abused and corner innocent people.,-1,0,Cảnh sát sử dụng biện pháp gài bẫy có thể dụ dỗ một người phạm tội trong khi bình thường họ sẽ không làm vậy.
We should ban algorithmic trading,proponents of algorithmic trading came out in droves to speak in favor of algorithmic trading saying it has benefited their businesses.,algorithmic trading merely enables better decisions in investments utilising technology and intelligence,-1,0,"Những người ủng hộ giao dịch thuật toán đã lên tiếng mạnh mẽ, khẳng định rằng phương thức này mang lại nhiều lợi ích cho công việc kinh doanh của họ."
The use of public defenders should be mandatory,public defenders are a waste of government money and should not be allowed,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,1,Luật sư công là sự lãng phí ngân sách chính phủ và không nên tồn tại.
The use of public defenders should be mandatory,public defenders are a way to protect those that are unjustly accused of crimes,public defenders should be mandatory to ensure everyone has a fair shot,1,0,Luật sư công là một công cụ thiết yếu để bảo vệ những người bị cáo buộc oan sai.
The use of public defenders should be mandatory,public defenders are already incredibly overworked. adding to their caseload by mandating everyone use them will just mean that everyone gets significantly worse representation.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,"Các luật sư công vốn đã quá tải kinh khủng rồi. Nếu bắt buộc mọi người phải dùng dịch vụ của họ thì khối lượng công việc sẽ tăng thêm, và hệ quả là chất lượng bào chữa cho tất cả mọi người đều giảm sút nghiêm trọng."
The use of public defenders should be mandatory,public defenders are helpful for poor people who cannot afford a lawyer,public defenders should be mandatory to ensure everyone has a fair shot,1,0,Luật sư công là chỗ dựa hữu ích cho những người nghèo không có khả năng chi trả phí luật sư riêng.
The use of public defenders should be mandatory,"public defenders are more effective at getting plea deals, this is good because now you will have less people going to jail if everyone is using public defenders.",public defenders should be mandatory to ensure everyone has a fair shot,1,0,"Luật sư công thường giỏi trong việc đạt được các thỏa thuận nhận tội, điều này có lợi vì sẽ giúp giảm số lượng người phải vào tù nếu tất cả đều sử dụng dịch vụ của họ."
The use of public defenders should be mandatory,"public defenders are much more likely to be corrupted than private lawyers, by preventing people from having an alternative the government opens up public defender corruption to harm more people.",public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Luật sư công dễ bị tha hóa hơn luật sư tư. Việc tước bỏ quyền lựa chọn của người dân sẽ khiến tình trạng tham nhũng trong hệ thống luật sư công gây hại cho nhiều người hơn.
The use of public defenders should be mandatory,public defenders are often less experienced and less competent. if someone is accused of a crime it is their right to decide representation. their life depends on it.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,"Luật sư công thường thiếu kinh nghiệm và năng lực chuyên môn kém hơn. Khi một người bị buộc tội, họ phải có quyền quyết định người đại diện cho mình vì đây là vấn đề liên quan đến cả cuộc đời họ."
The use of public defenders should be mandatory,public defenders are often overworked and should only support those who cannot afford another attorney.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,"Luật sư công thường xuyên bị quá tải, vì vậy họ chỉ nên hỗ trợ những người không đủ điều kiện thuê luật sư khác."
The use of public defenders should be mandatory,public defenders are required to defend their clients as best as they can.,public defenders should be mandatory to ensure everyone has a fair shot,1,0,Luật sư công có nghĩa vụ pháp lý phải bào chữa cho thân chủ của mình một cách tốt nhất trong khả năng có thể.
The use of public defenders should be mandatory,public defenders are so overburdened that defendants often sit in jail for months before the public defender is able to handle their case.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Luật sư công quá tải đến mức các bị cáo thường phải ngồi tù hàng tháng trời chỉ để chờ luật sư có thời gian thụ lý vụ án của mình.
The use of public defenders should be mandatory,public defenders are usually overworked and giving everyone one will cause the quality to drop,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,"Luật sư công thường xuyên rơi vào tình trạng quá tải, việc bắt buộc ai cũng phải dùng dịch vụ này sẽ khiến chất lượng dịch vụ tụt dốc không phanh."
The use of public defenders should be mandatory,public defenders are waste of money and should be rigged off as pointless in every means.,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,1,"Luật sư công là sự lãng phí tiền bạc, xét trên mọi khía cạnh thì đây là một hệ thống vô ích và nên bị loại bỏ."
The use of public defenders should be mandatory,public defenders can assist the poor and lower middle classes when they cant afford legal representation,public defenders should be mandatory to ensure everyone has a fair shot,1,0,Luật sư công có thể hỗ trợ người nghèo và tầng lớp trung lưu thấp khi họ không đủ khả năng chi trả phí pháp lý.
The use of public defenders should be mandatory,"public defenders could easily be swayed by corrupt governmental forces, one way or another.",public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Luật sư công rất dễ bị các thế lực chính phủ thao túng bằng cách này hay cách khác.
The use of public defenders should be mandatory,public defenders do not have an agenda besides the task at hand and are more efficient than a lawyer who is trying to rack up the fees.,public defenders should be mandatory to ensure everyone has a fair shot,1,0,"Luật sư công không có mục đích cá nhân nào khác ngoài công việc hiện tại, họ làm việc hiệu quả hơn hẳn những luật sư tư chỉ chăm chăm kiếm chác từ thân chủ."
The use of public defenders should be mandatory,public defenders for everyone ensure every defendant gets a fair representation. it evens the playing field despite income or situation.,public defenders should be mandatory to ensure everyone has a fair shot,1,1,"Việc cung cấp luật sư công cho tất cả mọi người đảm bảo bị cáo nào cũng có người bảo vệ công bằng, tạo ra sự bình đẳng bất kể thu nhập hay hoàn cảnh."
The use of public defenders should be mandatory,"public defenders should automatically defend the criminal, since obviously they can not afford a private lawyer.,",public defenders should be mandatory to ensure everyone has a fair shot,1,0,Luật sư công nên được chỉ định mặc định cho các bị cáo vì rõ ràng họ không có tiền thuê luật sư tư.
The use of public defenders should be mandatory,public defenders should be an automatic in any case.  get some counsel and move forward.,public defenders should be mandatory to ensure everyone has a fair shot,1,0,"Luật sư công nên là điều hiển nhiên trong mọi vụ án, cứ có người cố vấn pháp lý cái đã rồi tính tiếp."
The use of public defenders should be mandatory,public defenders should be mandatory because it will give both sides a fair trial,public defenders should be mandatory to ensure everyone has a fair shot,1,1,Luật sư công nên là bắt buộc vì nó đảm bảo cả hai bên đều có một phiên tòa công bằng.
The use of public defenders should be mandatory,public defenders should be mandatory for all cases so the law stays fair.,public defenders should be mandatory to ensure everyone has a fair shot,1,1,Luật sư công nên là bắt buộc trong mọi vụ án để giữ cho cán cân pháp luật được công bằng.
