config,source_article,logical_fallacies,text_vi
climate,"Rather than follow the time-tested practice used by the World Health Organization , which measures levels of disease-causing pollutants that get into people ’ s lungs , some have played a shell game , swapping a new measure of “ pollution ” based solely on emissions of carbon dioxide .",ad hominem,"Thay vì tuân theo tiêu chuẩn đã được kiểm chứng của Tổ chức Y tế Thế giới (WHO) là đo lường các chất gây ô nhiễm trực tiếp ảnh hưởng đến phổi, họ lại dùng chiêu trò đánh tráo khái niệm, chuyển sang thước đo ""ô nhiễm"" chỉ dựa trên lượng khí thải carbon dioxide."
climate,The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is .,intentional,"Vấn đề của chiêu trò này là carbon dioxide vốn không phải chất gây ô nhiễm, nên việc gọi nó như vậy là hoàn toàn thiếu trung thực."
climate,"CO2 is colorless , odorless and completely non-toxic . Plants depend on it to live and grow , and human beings draw some into their lungs with every breath they take to no ill effect whatsoever .",fallacy of logic,"CO2 không màu, không mùi và hoàn toàn không độc hại. Thực vật cần nó để sinh trưởng, và con người vẫn hít vào mỗi ngày mà chẳng hề hấn gì."
climate,"In the most recent WHO report on air pollution , the United States was listed as one of the countries with the cleanest air in the world , significantly cleaner in fact than the air in Germany , Italy , Switzerland , the UK , Japan , Austria and France . While France and other G7 countries lamented the U.S. exit from the Paris climate accord , America ’ s air is already cleaner than that of any other country in the G7 , except Canada with its scant population .",fallacy of relevance,"Trong báo cáo gần đây nhất của WHO về ô nhiễm không khí, Mỹ được liệt kê là một trong những quốc gia có bầu không khí sạch nhất thế giới, sạch hơn đáng kể so với Đức, Ý, Thụy Sĩ, Anh, Nhật Bản, Áo và Pháp. Trong khi Pháp và các nước G7 khác than phiền về việc Mỹ rút khỏi hiệp định khí hậu Paris, thực tế là không khí của Mỹ vốn đã sạch hơn bất kỳ quốc gia G7 nào khác, ngoại trừ Canada với dân số thưa thớt."
climate,"Also , it is increasingly clear that the planet was significantly warmer than today several times during the past 10,000 years .",intentional,"Hơn nữa, ngày càng rõ ràng rằng trong 10.000 năm qua, hành tinh của chúng ta đã từng ấm hơn hiện tại rất nhiều lần."
climate,"Also , it is increasingly clear that the planet was significantly warmer than today several times during the past 10,000 years .",fallacy of relevance,"Hơn nữa, ngày càng rõ ràng rằng trong 10.000 năm qua, hành tinh của chúng ta đã từng ấm hơn hiện tại rất nhiều lần."
climate,"On a global scale , as scientists keep confirming , there has been no increase in frequency or intensity of storms , floods or droughts , while deaths attributed to such natural disasters have never been fewer , thanks to modern technology and infrastructure .",fallacy of relevance,"Trên quy mô toàn cầu, như các nhà khoa học vẫn luôn khẳng định, tần suất hay cường độ của bão, lũ lụt hay hạn hán không hề gia tăng, trong khi số người chết vì thiên tai đang ở mức thấp kỷ lục nhờ vào công nghệ và cơ sở hạ tầng hiện đại."
climate,"On a global scale , as scientists keep confirming , there has been no increase in frequency or intensity of storms , floods or droughts , while deaths attributed to such natural disasters have never been fewer , thanks to modern technology and infrastructure .",intentional,"Trên quy mô toàn cầu, như các nhà khoa học vẫn luôn khẳng định, tần suất hay cường độ của bão, lũ lụt hay hạn hán không hề gia tăng, trong khi số người chết vì thiên tai đang ở mức thấp kỷ lục nhờ vào công nghệ và cơ sở hạ tầng hiện đại."
climate,"It can not be what is happening to world temperatures , because they have gone up only very slowly , less than half as fast as the scientific consensus predicted in 1990 when the global-warming scare began in earnest .",intentional,"Điều đó không thể xuất phát từ biến đổi nhiệt độ toàn cầu được, vì chúng chỉ tăng rất chậm, chưa bằng một nửa tốc độ mà các nhà khoa học dự báo vào năm 1990 khi cơn sốt nóng lên toàn cầu bắt đầu bùng phát."
climate,"Even with this year ’ s El Niño-boosted warmth threatening to break records , the world is barely half a degree Celsius ( 0.9 degrees Fahrenheit ) warmer than it was about 35 years ago .",intentional,"Ngay cả khi hiện tượng El Niño năm nay đẩy nhiệt độ lên mức kỷ lục, thì thế giới cũng chỉ ấm hơn khoảng nửa độ C so với 35 năm trước."
climate,Sea level continues its centuries-long slow rise—about a foot a century—with no sign of recent acceleration .,intentional,Mực nước biển vẫn tiếp tục dâng chậm như hàng thế kỷ qua—khoảng một foot mỗi thế kỷ—và chẳng có dấu hiệu nào cho thấy sự tăng tốc trong thời gian gần đây.
climate,"In February President Obama said , a little carelessly , that climate change is a greater threat than terrorism .",intentional,"Vào tháng Hai, Tổng thống Obama đã có phát ngôn có phần thiếu thận trọng rằng biến đổi khí hậu là mối đe dọa lớn hơn cả khủng bố."
climate,"What precisely makes these world leaders so convinced that climate change is a more urgent and massive threat than the incessant rampages of Islamist violence ? It can not be what is happening to world temperatures , because they have gone up only very slowly , less than half as fast as the scientific consensus predicted in 1990 when the global-warming scare began in earnest .",intentional,"Điều gì thực sự khiến các nhà lãnh đạo thế giới tin chắc rằng biến đổi khí hậu là mối đe dọa khẩn cấp và to lớn hơn sự tàn bạo không ngừng của bạo lực Hồi giáo cực đoan? Chắc chắn không phải do nhiệt độ thế giới, vì chúng tăng rất chậm, chưa bằng một nửa tốc độ mà giới khoa học đã dự đoán vào năm 1990 khi cơn sốt nóng lên toàn cầu bắt đầu."
climate,"Next week he will be in Paris , a city terrorized yet again by mass murderers , for a summit with other world leaders on climate change , not terrorism . What precisely makes these world leaders so convinced that climate change is a more urgent and massive threat than the incessant rampages of Islamist violence ? It can not be what is happening to world temperatures , because they have gone up only very slowly , less than half as fast as the scientific consensus predicted in 1990 when the global-warming scare began in earnest .",false dilemma,"Tuần tới, ông ấy sẽ đến Paris, thành phố vừa bị những kẻ sát nhân tấn công, để họp thượng đỉnh với các nhà lãnh đạo khác về biến đổi khí hậu thay vì khủng bố. Điều gì thực sự khiến các nhà lãnh đạo này tin rằng biến đổi khí hậu là mối đe dọa cấp bách hơn sự tàn bạo không ngừng của bạo lực Hồi giáo cực đoan? Chắc chắn không phải do nhiệt độ thế giới, vì chúng chỉ tăng rất chậm, chưa bằng một nửa tốc độ mà giới khoa học đã dự đoán vào năm 1990 khi cơn sốt nóng lên toàn cầu bắt đầu."
climate,"Next week he will be in Paris , a city terrorized yet again by mass murderers , for a summit with other world leaders on climate change , not terrorism .",fallacy of relevance,"Tuần tới ông ta sẽ đến Paris, một thành phố lại vừa bị khủng bố tấn công, để họp thượng đỉnh về biến đổi khí hậu chứ không phải về khủng bố với các nhà lãnh đạo thế giới khác."
climate,"Also , it is increasingly clear that the planet was significantly warmer than today several times during the past 10,000 years .",fallacy of credibility,"Hơn nữa, ngày càng rõ ràng rằng hành tinh này đã từng nóng hơn đáng kể so với hiện nay nhiều lần trong suốt 10.000 năm qua."
climate,"They say there is great uncertainty , and they reflected this uncertainty in their fifth and latest assessment for the United Nations Intergovernmental Panel on Climate Change ( IPCC ) .",equivocation,"Họ nói rằng có sự bất định lớn, và họ đã phản ánh sự bất định này trong bản đánh giá thứ năm và mới nhất dành cho Ủy ban Liên chính phủ về Biến đổi Khí hậu (IPCC) của Liên Hợp Quốc."
climate,"An important factor in the fires of the past week was that people are building homes in areas that are naturally prone to wildfires , or where naturally dry conditions mean that the kinds of building materials and vegetation that people prefer to use in cities and suburbs are a fire hazard .",intentional,"Một yếu tố quan trọng trong các vụ cháy tuần qua là việc người dân xây nhà ở những khu vực vốn dễ xảy ra cháy rừng, hoặc nơi có điều kiện khô hạn tự nhiên khiến các loại vật liệu xây dựng và cây cối mà con người ưa dùng ở thành phố và ngoại ô trở thành mối nguy hỏa hoạn."
climate,"However , climate scientists are more skeptical , noting that climate change could be one of a variety of factors .",intentional,"Tuy nhiên, các nhà khoa học khí hậu tỏ ra hoài nghi hơn, họ lưu ý rằng biến đổi khí hậu có thể chỉ là một trong nhiều yếu tố tác động."
climate,"And last month , Brown told a conference at the Vatican that the world needed “ brain washing ” on climate change .",intentional,"Và tháng trước, Brown đã phát biểu tại một hội nghị ở Vatican rằng thế giới cần được 'tẩy não' về vấn đề biến đổi khí hậu."
climate,California Governor Jerry Brown blamed climate change for the California fires that have devastated the state this fall during a visit to assess the damage in Ventura County on Saturday .,false causality,"Thống đốc California Jerry Brown đã đổ lỗi cho biến đổi khí hậu về các vụ cháy ở California gây thiệt hại nặng nề cho bang này vào mùa thu năm nay, trong chuyến thăm kiểm tra thiệt hại tại hạt Ventura vào thứ Bảy."
climate,"We have to have the resources to combat the fires , and also have to invest in managing our vegetation and forests and all the ways we dwell in this very wonderful place — but a place that ’ s getting hotter . ”",appeal to emotion,"Chúng ta phải có nguồn lực để chống lại các vụ cháy, đồng thời phải đầu tư vào việc quản lý thảm thực vật, rừng và thay đổi cách chúng ta sinh sống tại nơi tuyệt vời này — nhưng là một nơi đang ngày càng nóng lên."
climate,"And last month , Brown told a conference at the Vatican that the world needed “ brain washing ” on climate change .",fallacy of relevance,"Và tháng trước, Brown đã phát biểu tại một hội nghị ở Vatican rằng thế giới cần được 'tẩy não' về vấn đề biến đổi khí hậu."
climate,"Once a year or so , journalists from major news outlets travel to the Marshall Islands , a remote chain of volcanic islands and coral atolls in the Pacific Ocean , to report in panicked tones that the island nation is vanishing because of climate change .",intentional,"Khoảng một năm một lần, các nhà báo từ các hãng tin lớn lại hành quân đến quần đảo Marshall, một chuỗi đảo núi lửa và rạn san hô hẻo lánh ở Thái Bình Dương, để đưa tin với giọng điệu hoảng loạn rằng quốc đảo này đang biến mất vì biến đổi khí hậu."
climate,"Once a year or so , journalists from major news outlets travel to the Marshall Islands , a remote chain of volcanic islands and coral atolls in the Pacific Ocean , to report in panicked tones that the island nation is vanishing because of climate change .",fallacy of extension,"Khoảng mỗi năm một lần, các nhà báo từ những hãng tin lớn lại đổ xô đến quần đảo Marshall, một chuỗi đảo núi lửa và san hô hẻo lánh giữa Thái Bình Dương, để đưa tin với giọng điệu đầy hoảng loạn rằng quốc gia này đang biến mất vì biến đổi khí hậu."
climate,"Acknowledging this doesn ’ t mean that global warming isn ’ t real , or that world leaders and scientists shouldn ’ t tackle the adverse effects of climate change , but hype and exaggeration serve no one .",fallacy of extension,"Thừa nhận điều này không có nghĩa là sự nóng lên toàn cầu không có thật, hay các nhà lãnh đạo và các nhà khoa học không nên giải quyết những tác động tiêu cực của biến đổi khí hậu, nhưng việc thổi phồng và cường điệu hóa chẳng giúp ích được cho ai cả."
climate,"Research shows that this process is overpowering the erosion from sea-level rise , leading to net land-area gain .",fallacy of credibility,"Các nghiên cứu chỉ ra rằng quá trình này đang lấn át sự xói mòn do mực nước biển dâng, dẫn đến việc tổng diện tích đất thực tế lại tăng lên."
climate,"In its 2015 human-rights report on the island nation , the U.S. State Department said that significant problems include “ chronic government corruption , and chronic domestic violence , ” along with “ child abuse , sex trafficking , and lack of legal provisions protecting worker ’ s rights. ”",ad hominem,"Trong báo cáo nhân quyền năm 2015 về quốc gia này, Bộ Ngoại giao Hoa Kỳ cho biết các vấn đề nghiêm trọng bao gồm “tham nhũng chính phủ kinh niên và bạo lực gia đình tràn lan”, cùng với “lạm dụng trẻ em, buôn bán tình dục và thiếu các điều khoản pháp lý bảo vệ quyền lợi người lao động.”"
climate,"Some 52.7 % of the Marshall Islands population lives below the poverty line , according to the Asian Development Bank . Only 39.3 % of the population age 15 years and above is employed .",ad hominem,"Theo Ngân hàng Phát triển Châu Á, khoảng 52,7% dân số quần đảo Marshall đang sống dưới mức nghèo khổ. Chỉ có 39,3% dân số từ 15 tuổi trở lên có việc làm."
climate,It will slow the world ’ s economic growth to force a shift to inefficient green energy sources .,fallacy of extension,Việc ép buộc chuyển dịch sang các nguồn năng lượng xanh kém hiệu quả sẽ làm chậm tốc độ tăng trưởng kinh tế toàn cầu.
climate,"My peer-reviewed research , published last November in the journal Global Policy , shows that even if every nation were to fulfill all their carbon-cutting promises by 2030 and stick to them all the way through the century—at a cost of more than $ 100 trillion in lost GDP—global temperature rise would be reduced by a tiny 0.3°F ( 0.17°C ) .",ad populum,"Nghiên cứu có phản biện của tôi, được công bố vào tháng 11 năm ngoái trên tạp chí Global Policy, cho thấy rằng ngay cả khi mọi quốc gia thực hiện đầy đủ các cam kết cắt giảm carbon trước năm 2030 và duy trì chúng trong suốt cả thế kỷ—với chi phí mất mát hơn 100 nghìn tỷ đô la GDP—thì mức tăng nhiệt độ toàn cầu cũng chỉ giảm được con số ít ỏi 0,3°F (0,17°C)."
climate,"Instead of simply mandating less carbon output , we need more R & D spending on green energy , including more efficient fission and fusion , cheaper solar and wind , and improved storage . New technology is crucial if green energy is to out-compete fossil fuels .",intentional,"Thay vì chỉ đơn thuần ra lệnh cắt giảm lượng khí thải carbon, chúng ta cần chi tiêu nhiều hơn cho nghiên cứu và phát triển (R&D) năng lượng xanh, bao gồm năng lượng phân hạch và nhiệt hạch hiệu quả hơn, năng lượng mặt trời và gió rẻ hơn, cũng như cải tiến công nghệ lưu trữ. Công nghệ mới là chìa khóa then chốt nếu muốn năng lượng xanh cạnh tranh được với nhiên liệu hóa thạch."
climate,"Tackling issues like poverty , health care , corruption and domestic violence would do even more .",fallacy of relevance,"Việc giải quyết các vấn đề như nghèo đói, y tế, tham nhũng và bạo lực gia đình thậm chí còn mang lại hiệu quả cao hơn nhiều."
climate,"At a cost of between $ 1 trillion and $ 2 trillion annually , the Paris climate agreement , recently ratified by China , is likely to be history ’ s most expensive treaty .",appeal to emotion,"Với chi phí từ 1 đến 2 nghìn tỷ đô la mỗi năm, thỏa thuận khí hậu Paris, vốn vừa được Trung Quốc phê chuẩn, có khả năng trở thành hiệp ước đắt đỏ nhất trong lịch sử."
climate,It is understandable why Marshall Island leaders might prefer to talk about global warming .,ad hominem,Dễ hiểu vì sao các nhà lãnh đạo quần đảo Marshall lại muốn tập trung thảo luận về vấn đề nóng lên toàn cầu.
climate,"Telling viewers in the U.S. starkly that they ’ re “ making this island disappear , ” as a report from CNN ’ s John Sutter did in June 2015 , makes for good , blame-laden television .",appeal to emotion,"Việc nói thẳng với khán giả Mỹ rằng họ đang 'khiến hòn đảo này biến mất', như cách báo cáo của John Sutter trên CNN vào tháng 6 năm 2015 đã làm, đúng là một chiêu bài truyền hình đầy tính quy chụp."
climate,"The polar bear ’ s resilience should have meant the end of its use as a cherished icon of global warming doom , but it didn ’ t . The alarmism is not going away without a struggle .",intentional,"Sức sống mãnh liệt của loài gấu Bắc Cực lẽ ra đã chấm dứt việc dùng chúng làm biểu tượng cho ngày tàn do nóng lên toàn cầu, nhưng thực tế lại không như vậy. Sự thổi phồng này sẽ không biến mất dễ dàng đâu."
climate,My close examination of recent research has revealed that serious inconsistencies exist within the polar bear literature and between that literature and public statements made by some researchers .,fallacy of credibility,"Sau khi xem xét kỹ lưỡng các nghiên cứu gần đây, tôi phát hiện ra những mâu thuẫn nghiêm trọng trong các tài liệu về gấu Bắc Cực, cũng như giữa các tài liệu đó và những tuyên bố công khai của một số nhà nghiên cứu."
climate,"More food for seals in summer means more fat seal pups for polar bears to eat the following spring , a result that ’ s probably true throughout the Arctic . As long as polar bears have lots of baby seals to eat in spring , they get fat enough to survive even a longer-than-usual summer fast .",faulty generalization,"Nhiều thức ăn cho hải cẩu vào mùa hè đồng nghĩa với việc gấu Bắc Cực sẽ có những chú hải cẩu con béo mầm để ăn vào mùa xuân năm sau; kết quả này có lẽ đúng trên toàn bộ khu vực Bắc Cực. Chỉ cần gấu Bắc Cực có đủ hải cẩu con để ăn vào mùa xuân, chúng sẽ đủ béo để sống sót qua cả những đợt nhịn ăn mùa hè kéo dài hơn bình thường."
climate,"And while it ’ s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s , there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice .",intentional,"Mặc dù đúng là một số nghiên cứu ở vài khu vực cho thấy gấu Bắc Cực nhẹ cân hơn so với những năm 1980, nhưng chẳng có bằng chứng nào khẳng định nhiều cá thể đang chết đói hoặc không thể sinh sản do băng tan vào mùa hè cả."
climate,Some cancers induce a muscle-wasting syndrome that leads to faster-than-usual weight loss . This is likely what happened to the emaciated Baffin Island bear captured on video in July 2017 and promoted by National Geographic late last year .,faulty generalization,Một số loại ung thư gây ra hội chứng suy mòn cơ bắp dẫn đến sụt cân nhanh bất thường. Đây rất có khả năng là nguyên nhân khiến chú gấu ốm đói ở đảo Baffin xuất hiện trong video vào tháng 7 năm 2017 và được National Geographic quảng bá hồi cuối năm ngoái.
climate,"The videographers claimed it showed what starvation due to sea-ice loss looked like — an implausible conclusion given the time of year , the isolated nature of the incident , and the fact that sea ice that year was no more reduced than previously .",fallacy of relevance,"Những người quay phim cho rằng đó là hình ảnh của sự chết đói do băng biển tan — một kết luận vô lý nếu xét đến thời điểm trong năm, tính chất đơn lẻ của vụ việc và thực tế là băng biển năm đó không hề suy giảm nhiều hơn so với trước đây."
climate,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction .,fallacy of logic,"Việc mô hình dự báo sự sống còn của gấu Bắc Cực năm 2007 thất bại là một thực tế hiển nhiên, đập tan huyền thoại cho rằng loài gấu này đang trên đà tuyệt chủng."
climate,My close examination of recent research has revealed that serious inconsistencies exist within the polar bear literature and between that literature and public statements made by some researchers .,fallacy of relevance,"Sau khi xem xét kỹ lưỡng các nghiên cứu gần đây, tôi phát hiện ra những mâu thuẫn nghiêm trọng trong các tài liệu về gấu Bắc Cực, cũng như giữa các tài liệu đó và những tuyên bố công khai của một số nhà nghiên cứu."
climate,"More food for seals in summer means more fat seal pups for polar bears to eat the following spring , a result that ’ s probably true throughout the Arctic . As long as polar bears have lots of baby seals to eat in spring , they get fat enough to survive even a longer-than-usual summer fast .",false causality,"Mùa hè càng có nhiều thức ăn cho hải cẩu thì mùa xuân năm sau gấu Bắc Cực càng có nhiều hải cẩu con béo mầm để ăn, một kết quả có lẽ đúng trên toàn Bắc Cực. Chừng nào gấu Bắc Cực còn nhiều hải cẩu con để ăn vào mùa xuân, chúng sẽ đủ béo để sống sót ngay cả khi phải nhịn ăn suốt mùa hè dài hơn bình thường."
climate,This is likely what happened to the emaciated Baffin Island bear captured on video in July 2017 and promoted by National Geographic late last year .,faulty generalization,Đây có khả năng là chuyện đã xảy ra với con gấu gầy trơ xương ở Đảo Baffin xuất hiện trong đoạn video quay vào tháng 7 năm 2017 và được National Geographic quảng bá cuối năm ngoái.
climate,"Although the extent of the summer sea ice after 2006 dropped abruptly to levels not expected until 2050 , the predicted 67-per-cent decline in polar bear numbers simply didn ’ t happen .",fallacy of extension,"Mặc dù diện tích băng biển mùa hè sau năm 2006 sụt giảm đột ngột xuống mức đáng lẽ phải đến năm 2050 mới xảy ra, nhưng dự báo về việc số lượng gấu Bắc Cực sụt giảm 67% đã hoàn toàn không thành hiện thực."
climate,"One reason that the 2007 predictions of future polar bear survival were so far off base is that the model developed by American biologist Steven Amstrup ( now at Polar Bears International , an NGO ) assumed any polar bear population decline would be caused by less summer ice , despite the Beaufort Sea experience .",fallacy of credibility,"Một lý do khiến các dự báo năm 2007 về sự sinh tồn của gấu Bắc Cực trong tương lai sai lệch hoàn toàn là vì mô hình do nhà sinh học người Mỹ Steven Amstrup (hiện đang làm việc tại tổ chức phi chính phủ Polar Bears International) phát triển đã mặc định rằng bất kỳ sự sụt giảm quần thể gấu Bắc Cực nào cũng sẽ do băng mùa hè ít đi, bất chấp những gì đã xảy ra tại biển Beaufort."
climate,"This increase may not be statistically significant , but it is decidedly not the 67-per-cent decline that was predicted given the ice conditions that prevailed .",fallacy of relevance,"Sự gia tăng này có thể không đáng kể về mặt thống kê, nhưng chắc chắn nó không phải là mức sụt giảm 67% đã được dự báo dựa trên điều kiện băng tan thời điểm đó."
climate,"Prof Tim Benton at the University of Leeds , who was not part of the research team , said : “ Ultimately , we live on a finite planet , with finite resources .",fallacy of credibility,"Giáo sư Tim Benton tại Đại học Leeds, người không thuộc nhóm nghiên cứu, cho biết: “Xét cho cùng, chúng ta đang sống trên một hành tinh hữu hạn, với nguồn tài nguyên hữu hạn."
climate,"Prof Peter Smith at the University of Aberdeen , who was also not part of the research team , said : “ We know food choices are very personal , and that behaviour change can be difficult to encourage , but the evidence is now unequivocal – we need to change our diets if we are to have a sustainable future .",fallacy of credibility,"Giáo sư Peter Smith tại Đại học Aberdeen, người cũng không tham gia nhóm nghiên cứu, phát biểu: “Chúng ta biết rằng lựa chọn thực phẩm là vấn đề rất cá nhân và việc thay đổi hành vi không hề dễ dàng, nhưng bằng chứng hiện đã quá rõ ràng – chúng ta cần thay đổi chế độ ăn uống nếu muốn có một tương lai bền vững."
climate,The research also finds that enormous changes to farming are needed to avoid destroying the planet ’ s ability to feed the 10 billion people expected to be on the planet in a few decades .,appeal to emotion,Nghiên cứu cũng chỉ ra rằng cần phải thay đổi căn bản trong canh tác nông nghiệp để tránh làm mất khả năng của hành tinh trong việc nuôi sống 10 tỷ người dự kiến sẽ sinh sống trên trái đất trong vài thập kỷ tới.
climate,The research also finds that enormous changes to farming are needed to avoid destroying the planet ’ s ability to feed the 10 billion people expected to be on the planet in a few decades .,intentional,Nghiên cứu cũng chỉ ra rằng cần phải thay đổi căn bản trong canh tác nông nghiệp để tránh làm mất khả năng của hành tinh trong việc nuôi sống 10 tỷ người dự kiến sẽ sinh sống trên trái đất trong vài thập kỷ tới.
climate,"This trajectory would smash critical environmental limits beyond which humanity will struggle to live , the new research indicates . “",faulty generalization,"Nghiên cứu mới chỉ ra rằng quỹ đạo này sẽ phá vỡ các giới hạn môi trường quan trọng, vượt ngưỡng mà nhân loại sẽ phải vật lộn để tồn tại."
climate,"Huge reductions in meat-eating are essential to avoid dangerous climate change , according to the most comprehensive analysis yet of the food system ’ s impact on the environment .",appeal to emotion,"Theo phân tích toàn diện nhất từ trước đến nay về tác động của hệ thống thực phẩm lên môi trường, việc cắt giảm mạnh tiêu thụ thịt là điều kiện tiên quyết để ngăn chặn biến đổi khí hậu nguy hiểm."
climate,"It ’ s a big enough deal that yesterday President Obama even tweeted about it , including a map showing the maximum heat index in some parts of the Midwest and Southeast reaching 110 or 115 degrees on Saturday .",fallacy of credibility,"Vấn đề nghiêm trọng đến mức hôm qua Tổng thống Obama đã phải đăng tweet, kèm theo bản đồ cho thấy chỉ số nhiệt độ tối đa tại một số khu vực ở Trung Tây và Đông Nam nước Mỹ chạm ngưỡng 110 đến 115 độ F vào thứ Bảy."
climate,"Well the answer is , it ’ s both , ” said Texas Tech University climate scientist Katharine Hayhoe on a press call Thursday . “ We get heat waves naturally , but climate change is amping them up , it ’ s giving them that extra energy , to make them even more serious , and have even greater impacts . ”",false dilemma,"Câu trả lời là cả hai,” nhà khoa học khí hậu Katharine Hayhoe từ Đại học Texas Tech đã phát biểu trong một buổi họp báo hôm thứ Năm. “Chúng ta có những đợt nắng nóng tự nhiên, nhưng biến đổi khí hậu đang khuếch đại chúng, cung cấp thêm năng lượng để khiến chúng trở nên trầm trọng và gây ra tác động lớn hơn nhiều."
climate,A new National Academies study suggests that ‘ heat waves ’ may be one of the primary climate change markers like home runs were in baseball . ”,faulty generalization,"Một nghiên cứu mới từ Viện Hàn lâm Quốc gia gợi ý rằng 'các đợt nắng nóng' có thể là một trong những chỉ dấu chính của biến đổi khí hậu, tương tự như các cú homerun trong bóng chày vậy."
climate,"They may not have science on their side , but those who claim either that climate change is n't real or say it 's not a big problem have a lot of money and media platforms .",faulty generalization,"Dù không có bằng chứng khoa học đứng về phía mình, những kẻ phủ nhận biến đổi khí hậu hoặc cho rằng đó không phải vấn đề lớn lại có rất nhiều tiền và các nền tảng truyền thông trong tay."
climate,"That combination is deadly : thanks to sea-level rise due to climate change , flooding is going to get much worse .",appeal to emotion,Sự kết hợp đó thật chết chóc: mực nước biển dâng do biến đổi khí hậu sẽ khiến tình trạng ngập lụt trở nên tồi tệ hơn nhiều.
climate,"In other words , record-breaking temperatures this year are specifically from El Niño , but the general increase in global temperatures is part of the trend due to climate change .",fallacy of logic,"Nói cách khác, những kỷ lục nhiệt độ trong năm nay chủ yếu là do hiện tượng El Niño, nhưng xu hướng tăng nhiệt độ toàn cầu chung lại là hệ quả trực tiếp từ biến đổi khí hậu."
climate,"Climatology Professor David Legates adds , “ In twelve years it ’ ll be 12 more years . ”",fallacy of relevance,Giáo sư Khí hậu học David Legates bồi thêm: “Mười hai năm nữa thì cũng chỉ là cộng thêm 12 năm thôi.”
climate,“ You acknowledge though the water is rising ? ” asks Stossel .,equivocation,“Nhưng ông có thừa nhận rằng mực nước đang dâng lên không?” Stossel chất vấn.
climate,"So many years ago , the Dutch built dikes to prevent flooding .",fallacy of relevance,"Vậy nên từ nhiều năm trước, người Hà Lan đã xây dựng các con đê để ngăn chặn lũ lụt."
climate,"Pat Michaels , former president of the American Association of State Climatologists , says , “ It 's warmed up around one degree Celsius since 1900 , and life expectancy DOUBLED … yet [ if ] that temperature ticks up another half a degree … the entire system crashes ? That 's the most absurd belief . ''",fallacy of logic,"Pat Michaels, cựu chủ tịch Hiệp hội Khí hậu học Bang Hoa Kỳ nói rằng: 'Từ năm 1900, nhiệt độ chỉ tăng khoảng 1 độ C mà tuổi thọ con người đã tăng gấp đôi… vậy mà chỉ cần nhiệt độ nhích thêm nửa độ nữa là cả hệ thống sụp đổ sao? Đó là một niềm tin vô lý nhất mà tôi từng nghe.'"
climate,"The 3 scientists argue that even if the planet warms by 5 degrees , humans can adjust .",false dilemma,"Ba nhà khoa học đó cho rằng ngay cả khi hành tinh nóng lên 5 độ, con người vẫn có thể thích nghi được."
climate,It wouldn ’ t stop global warming but : “ You ’ ll sure have an impoverished dark country.,equivocation,"Việc này chẳng ngăn được sự nóng lên toàn cầu đâu, nhưng chắc chắn là bạn sẽ nhận lại một đất nước nghèo đói và chìm trong bóng tối."
climate,It ’ s hard to believe they are when so many serious people are so worried . I wish there were a real debate !,ad hominem,Thật khó để tin họ nói đúng khi có quá nhiều người nghiêm túc đang lo lắng đến vậy. Ước gì chúng ta có một cuộc tranh luận thực sự!
climate,"Legates interjects , “ Yes , the water has been rising for approximately 20,000 years . ”",equivocation,"Legates chen vào: 'Đúng vậy, mực nước biển đã dâng cao suốt khoảng 20.000 năm nay rồi.'"
climate,"Well , not a debate … because climate alarmists who were invited didn ’ t show .",ad hominem,"À, không phải một cuộc tranh luận đâu… vì phe báo động khí hậu được mời đã có mặt đâu."
climate,"Pat Michaels , former president of the American Association of State Climatologists , says , “ It 's warmed up around one degree Celsius since 1900 , and life expectancy DOUBLED … yet [ if ] that temperature ticks up another half a degree … the entire system crashes ? That 's the most absurd belief . ''",intentional,"Pat Michaels, cựu chủ tịch Hiệp hội Khí hậu học Bang Hoa Kỳ nói rằng: 'Từ năm 1900, nhiệt độ chỉ tăng khoảng 1 độ C mà tuổi thọ con người đã tăng gấp đôi… vậy mà chỉ cần nhiệt độ nhích thêm nửa độ nữa là cả hệ thống sụp đổ sao? Đó là một niềm tin vô lý nhất mà tôi từng nghe.'"
climate,It wouldn ’ t stop global warming but : “ You ’ ll sure have an impoverished dark country. ” he continues .,false dilemma,"Ông ấy nói tiếp: 'Việc này chẳng ngăn được sự nóng lên toàn cầu đâu, nhưng chắc chắn là bạn sẽ nhận lại một đất nước nghèo đói và chìm trong bóng tối.'"
climate,I wish there were a real debate !,intentional,Ước gì chúng ta có một cuộc tranh luận thực sự!
climate,This means that thousands of people—and perhaps tens of thousands of people—are facing a terrifying and all-too-real struggle to survive right now .,appeal to emotion,"Điều này đồng nghĩa với việc hàng nghìn, thậm chí là hàng chục nghìn người đang phải đối mặt với cuộc đấu tranh sinh tồn đáng sợ và vô cùng thực tế ngay lúc này."
climate,"In the past 30 years of records , no storms west of Florida have intensified in the last 12 hours before landfall .",ad populum,"Trong 30 năm ghi chép gần đây, không có cơn bão nào ở phía tây Florida mạnh lên trong vòng 12 giờ trước khi đổ bộ."
