topic,argument,key_point,stance,label
The USA is a good country to live in,"The United States has abyssal taxes, I don't like living here",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"The United States has abyssal taxes, I don't like living here",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"The United States has abyssal taxes, I don't like living here",The US has high taxation/high costs of living,-1,1
The USA is a good country to live in,"The United States has abyssal taxes, I don't like living here",The US is xenophobic/racist,-1,0
The USA is a good country to live in,"The United States has abyssal taxes, I don't like living here",The US has inequality/poverty,-1,0
The USA is a good country to live in,"The United States has abyssal taxes, I don't like living here",The US has a negative culture,-1,0
The USA is a good country to live in,"The United States has abyssal taxes, I don't like living here",The US is unsafe,-1,0
The USA is a good country to live in,The United States has made a very poor performance of its resources to govern,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The United States has made a very poor performance of its resources to govern,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The United States has made a very poor performance of its resources to govern,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The United States has made a very poor performance of its resources to govern,The US has inequality/poverty,-1,0
The USA is a good country to live in,The United States has made a very poor performance of its resources to govern,The US has a negative culture,-1,0
The USA is a good country to live in,The United States has made a very poor performance of its resources to govern,The US is unsafe,-1,0
The USA is a good country to live in,The United States is not the best for its culture of war,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The United States is not the best for its culture of war,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,The United States is not the best for its culture of war,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The United States is not the best for its culture of war,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The United States is not the best for its culture of war,The US has inequality/poverty,-1,0
The USA is a good country to live in,The United States is not the best for its culture of war,The US has a negative culture,-1,1
The USA is a good country to live in,The United States is not the best for its culture of war,The US is unsafe,-1,0
The USA is a good country to live in,"The United States is now ranked among the world's worst places to move to, due to rapidly increasing costs of living, health care and basic education.",The US has unfair health and education policies,-1,1
The USA is a good country to live in,"The United States is now ranked among the world's worst places to move to, due to rapidly increasing costs of living, health care and basic education.",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"The United States is now ranked among the world's worst places to move to, due to rapidly increasing costs of living, health care and basic education.",The US has high taxation/high costs of living,-1,1
The USA is a good country to live in,"The United States is now ranked among the world's worst places to move to, due to rapidly increasing costs of living, health care and basic education.",The US is xenophobic/racist,-1,0
The USA is a good country to live in,"The United States is now ranked among the world's worst places to move to, due to rapidly increasing costs of living, health care and basic education.",The US has inequality/poverty,-1,0
The USA is a good country to live in,"The United States is now ranked among the world's worst places to move to, due to rapidly increasing costs of living, health care and basic education.",The US has a negative culture,-1,0
The USA is a good country to live in,"The United States is now ranked among the world's worst places to move to, due to rapidly increasing costs of living, health care and basic education.",The US is unsafe,-1,0
The USA is a good country to live in,the us culture promotes materialism,The US has unfair health and education policies,-1,0
The USA is a good country to live in,the us culture promotes materialism,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,the us culture promotes materialism,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,the us culture promotes materialism,The US is xenophobic/racist,-1,0
The USA is a good country to live in,the us culture promotes materialism,The US has inequality/poverty,-1,0
The USA is a good country to live in,the us culture promotes materialism,The US has a negative culture,-1,1
The USA is a good country to live in,the us culture promotes materialism,The US is unsafe,-1,0
The USA is a good country to live in,"The USA has a huge gun violence problem, from frequent mass shootings to self-inflicted gun shot wounds, the statistics are staggering",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"The USA has a huge gun violence problem, from frequent mass shootings to self-inflicted gun shot wounds, the statistics are staggering",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"The USA has a huge gun violence problem, from frequent mass shootings to self-inflicted gun shot wounds, the statistics are staggering",The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,"The USA has a huge gun violence problem, from frequent mass shootings to self-inflicted gun shot wounds, the statistics are staggering",The US is xenophobic/racist,-1,0
The USA is a good country to live in,"The USA has a huge gun violence problem, from frequent mass shootings to self-inflicted gun shot wounds, the statistics are staggering",The US has inequality/poverty,-1,0
The USA is a good country to live in,"The USA has a huge gun violence problem, from frequent mass shootings to self-inflicted gun shot wounds, the statistics are staggering",The US has a negative culture,-1,0
The USA is a good country to live in,"The USA has a huge gun violence problem, from frequent mass shootings to self-inflicted gun shot wounds, the statistics are staggering",The US is unsafe,-1,1
The USA is a good country to live in,the usa has the highest rate of mental illness in the first world,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,the usa has the highest rate of mental illness in the first world,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,the usa has the highest rate of mental illness in the first world,The US is xenophobic/racist,-1,0
The USA is a good country to live in,the usa has the highest rate of mental illness in the first world,The US has inequality/poverty,-1,0
The USA is a good country to live in,the usa has the highest rate of mental illness in the first world,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is a bad country to live in because some people are aggressive,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The USA is a bad country to live in because some people are aggressive,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,The USA is a bad country to live in because some people are aggressive,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is a bad country to live in because some people are aggressive,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The USA is a bad country to live in because some people are aggressive,The US has inequality/poverty,-1,0
The USA is a good country to live in,The USA is a bad country to live in because some people are aggressive,The US is unsafe,-1,1
The USA is a good country to live in,The USA is a greatly divided country that can make it difficult to succeed,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The USA is a greatly divided country that can make it difficult to succeed,The US has a problematic/divisive political system,-1,1
The USA is a good country to live in,The USA is a greatly divided country that can make it difficult to succeed,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is a greatly divided country that can make it difficult to succeed,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The USA is a greatly divided country that can make it difficult to succeed,The US has inequality/poverty,-1,0
The USA is a good country to live in,The USA is a greatly divided country that can make it difficult to succeed,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is a greatly divided country that can make it difficult to succeed,The US is unsafe,-1,0
The USA is a good country to live in,The USA is a very capitalist country; it does not provide universal health care or education for its citizens.,The US has unfair health and education policies,-1,1
The USA is a good country to live in,The USA is a very capitalist country; it does not provide universal health care or education for its citizens.,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,The USA is a very capitalist country; it does not provide universal health care or education for its citizens.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is a very capitalist country; it does not provide universal health care or education for its citizens.,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The USA is a very capitalist country; it does not provide universal health care or education for its citizens.,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is a very capitalist country; it does not provide universal health care or education for its citizens.,The US is unsafe,-1,0
The USA is a good country to live in,"The USA is no longer a good place to live. It has become a haven for refugees, a social services country and a place where criminals have more rights than law abiding citizens.",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"The USA is no longer a good place to live. It has become a haven for refugees, a social services country and a place where criminals have more rights than law abiding citizens.",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"The USA is no longer a good place to live. It has become a haven for refugees, a social services country and a place where criminals have more rights than law abiding citizens.",The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,"The USA is no longer a good place to live. It has become a haven for refugees, a social services country and a place where criminals have more rights than law abiding citizens.",The US is xenophobic/racist,-1,0
The USA is a good country to live in,"The USA is no longer a good place to live. It has become a haven for refugees, a social services country and a place where criminals have more rights than law abiding citizens.",The US has inequality/poverty,-1,0
The USA is a good country to live in,"The USA is no longer a good place to live. It has become a haven for refugees, a social services country and a place where criminals have more rights than law abiding citizens.",The US has a negative culture,-1,0
The USA is a good country to live in,"The USA is no longer a good place to live. It has become a haven for refugees, a social services country and a place where criminals have more rights than law abiding citizens.",The US is unsafe,-1,1
The USA is a good country to live in,The USA is not a good country to live in because is always in war with other country,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The USA is not a good country to live in because is always in war with other country,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,The USA is not a good country to live in because is always in war with other country,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is not a good country to live in because is always in war with other country,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The USA is not a good country to live in because is always in war with other country,The US has inequality/poverty,-1,0
The USA is a good country to live in,The USA is not a good country to live in because is always in war with other country,The US has a negative culture,-1,0
The USA is a good country to live in,the USA is not a good country to live in because it fails to provide affordable healthcare to all its citizens.,The US has unfair health and education policies,-1,1
The USA is a good country to live in,the USA is not a good country to live in because it fails to provide affordable healthcare to all its citizens.,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,the USA is not a good country to live in because it fails to provide affordable healthcare to all its citizens.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,the USA is not a good country to live in because it fails to provide affordable healthcare to all its citizens.,The US is xenophobic/racist,-1,0
The USA is a good country to live in,the USA is not a good country to live in because it fails to provide affordable healthcare to all its citizens.,The US has inequality/poverty,-1,0
The USA is a good country to live in,the USA is not a good country to live in because it fails to provide affordable healthcare to all its citizens.,The US has a negative culture,-1,0
The USA is a good country to live in,the USA is not a good country to live in because it fails to provide affordable healthcare to all its citizens.,The US is unsafe,-1,0
The USA is a good country to live in,The USA is not a good country to live in because many people are racists,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The USA is not a good country to live in because many people are racists,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,The USA is not a good country to live in because many people are racists,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is not a good country to live in because many people are racists,The US is xenophobic/racist,-1,1
The USA is a good country to live in,The USA is not a good country to live in because many people are racists,The US has inequality/poverty,-1,0
The USA is a good country to live in,The USA is not a good country to live in because many people are racists,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is not a good country to live in because many people are racists,The US is unsafe,-1,0
The USA is a good country to live in,The USA is not a good country to live in because of all the racial and political divisions and because of all the mass shootings due to a resistance against gun control regulations.,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The USA is not a good country to live in because of all the racial and political divisions and because of all the mass shootings due to a resistance against gun control regulations.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is not a good country to live in because of all the racial and political divisions and because of all the mass shootings due to a resistance against gun control regulations.,The US is xenophobic/racist,-1,1
The USA is a good country to live in,The USA is not a good country to live in because of all the racial and political divisions and because of all the mass shootings due to a resistance against gun control regulations.,The US has inequality/poverty,-1,0
The USA is a good country to live in,The USA is not a good country to live in because of all the racial and political divisions and because of all the mass shootings due to a resistance against gun control regulations.,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is not a good country to live in because of all the racial and political divisions and because of all the mass shootings due to a resistance against gun control regulations.,The US is unsafe,-1,1
The USA is a good country to live in,The USA is not a good country to live in because some people don't respect the immigrants,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The USA is not a good country to live in because some people don't respect the immigrants,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,The USA is not a good country to live in because some people don't respect the immigrants,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is not a good country to live in because some people don't respect the immigrants,The US is xenophobic/racist,-1,1
The USA is a good country to live in,The USA is not a good country to live in because some people don't respect the immigrants,The US has inequality/poverty,-1,0
The USA is a good country to live in,The USA is not a good country to live in because some people don't respect the immigrants,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is not a good country to live in because some people don't respect the immigrants,The US is unsafe,-1,0
The USA is a good country to live in,The USA is not a good country to live in because there is so much government control.,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The USA is not a good country to live in because there is so much government control.,The US has a problematic/divisive political system,-1,1
The USA is a good country to live in,The USA is not a good country to live in because there is so much government control.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is not a good country to live in because there is so much government control.,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The USA is not a good country to live in because there is so much government control.,The US has inequality/poverty,-1,0
The USA is a good country to live in,The USA is not a good country to live in because there is so much government control.,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is not a good country to live in because there is so much government control.,The US is unsafe,-1,0
The USA is a good country to live in,"The USA is not a good country to live in, a lot of danger due to lacks of gun regulation",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"The USA is not a good country to live in, a lot of danger due to lacks of gun regulation",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"The USA is not a good country to live in, a lot of danger due to lacks of gun regulation",The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,"The USA is not a good country to live in, a lot of danger due to lacks of gun regulation",The US is xenophobic/racist,-1,0
The USA is a good country to live in,"The USA is not a good country to live in, a lot of danger due to lacks of gun regulation",The US has inequality/poverty,-1,0
The USA is a good country to live in,"The USA is not a good country to live in, a lot of danger due to lacks of gun regulation",The US has a negative culture,-1,0
The USA is a good country to live in,"The USA is not a good country to live in, a lot of danger due to lacks of gun regulation",The US is unsafe,-1,1
The USA is a good country to live in,The USA is not a good place to live in because of the wide variance between rich and poor.  The poorest in society don't have access to either good health care or an adequate benefits system.,The US has unfair health and education policies,-1,1
The USA is a good country to live in,The USA is not a good place to live in because of the wide variance between rich and poor.  The poorest in society don't have access to either good health care or an adequate benefits system.,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,The USA is not a good place to live in because of the wide variance between rich and poor.  The poorest in society don't have access to either good health care or an adequate benefits system.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is not a good place to live in because of the wide variance between rich and poor.  The poorest in society don't have access to either good health care or an adequate benefits system.,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The USA is not a good place to live in because of the wide variance between rich and poor.  The poorest in society don't have access to either good health care or an adequate benefits system.,The US has inequality/poverty,-1,1
The USA is a good country to live in,The USA is not a good place to live in because of the wide variance between rich and poor.  The poorest in society don't have access to either good health care or an adequate benefits system.,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is not a good place to live in because of the wide variance between rich and poor.  The poorest in society don't have access to either good health care or an adequate benefits system.,The US is unsafe,-1,0
The USA is a good country to live in,"The USA is not a good place to live, as it still treats women as inferior beings.",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"The USA is not a good place to live, as it still treats women as inferior beings.",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"The USA is not a good place to live, as it still treats women as inferior beings.",The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,"The USA is not a good place to live, as it still treats women as inferior beings.",The US is unsafe,-1,0
The USA is a good country to live in,The USA is not a great place to live because it is too vast and there is a huge gap between the rich and poor.,The US has unfair health and education policies,-1,0
The USA is a good country to live in,The USA is not a great place to live because it is too vast and there is a huge gap between the rich and poor.,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,The USA is not a great place to live because it is too vast and there is a huge gap between the rich and poor.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,The USA is not a great place to live because it is too vast and there is a huge gap between the rich and poor.,The US is xenophobic/racist,-1,0
The USA is a good country to live in,The USA is not a great place to live because it is too vast and there is a huge gap between the rich and poor.,The US has inequality/poverty,-1,1
The USA is a good country to live in,The USA is not a great place to live because it is too vast and there is a huge gap between the rich and poor.,The US has a negative culture,-1,0
The USA is a good country to live in,The USA is not a great place to live because it is too vast and there is a huge gap between the rich and poor.,The US is unsafe,-1,0
The USA is a good country to live in,"The USA projects an image of a successful like for its citizens,  but there is a huge poverty rate, lack of good paying jobs and most of all prejudice toward different races.",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"The USA projects an image of a successful like for its citizens,  but there is a huge poverty rate, lack of good paying jobs and most of all prejudice toward different races.",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"The USA projects an image of a successful like for its citizens,  but there is a huge poverty rate, lack of good paying jobs and most of all prejudice toward different races.",The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,"The USA projects an image of a successful like for its citizens,  but there is a huge poverty rate, lack of good paying jobs and most of all prejudice toward different races.",The US is xenophobic/racist,-1,1
The USA is a good country to live in,"The USA projects an image of a successful like for its citizens,  but there is a huge poverty rate, lack of good paying jobs and most of all prejudice toward different races.",The US has inequality/poverty,-1,1
The USA is a good country to live in,"The USA projects an image of a successful like for its citizens,  but there is a huge poverty rate, lack of good paying jobs and most of all prejudice toward different races.",The US has a negative culture,-1,0
The USA is a good country to live in,"The USA projects an image of a successful like for its citizens,  but there is a huge poverty rate, lack of good paying jobs and most of all prejudice toward different races.",The US is unsafe,-1,0
The USA is a good country to live in,there are many racial problems that endanger social peace,The US has unfair health and education policies,-1,0
The USA is a good country to live in,there are many racial problems that endanger social peace,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,there are many racial problems that endanger social peace,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,there are many racial problems that endanger social peace,The US is xenophobic/racist,-1,1
The USA is a good country to live in,there are many racial problems that endanger social peace,The US has inequality/poverty,-1,0
The USA is a good country to live in,there are many racial problems that endanger social peace,The US has a negative culture,-1,0
The USA is a good country to live in,There is a lot of poverty in the USA and they dont have a good health care system people very often are unable to afford even basic healthcare,The US has unfair health and education policies,-1,1
The USA is a good country to live in,There is a lot of poverty in the USA and they dont have a good health care system people very often are unable to afford even basic healthcare,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,There is a lot of poverty in the USA and they dont have a good health care system people very often are unable to afford even basic healthcare,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,There is a lot of poverty in the USA and they dont have a good health care system people very often are unable to afford even basic healthcare,The US is xenophobic/racist,-1,0
The USA is a good country to live in,There is a lot of poverty in the USA and they dont have a good health care system people very often are unable to afford even basic healthcare,The US has inequality/poverty,-1,1
The USA is a good country to live in,There is a lot of poverty in the USA and they dont have a good health care system people very often are unable to afford even basic healthcare,The US has a negative culture,-1,0
The USA is a good country to live in,There is a lot of poverty in the USA and they dont have a good health care system people very often are unable to afford even basic healthcare,The US is unsafe,-1,0
The USA is a good country to live in,there is a very high unemployment rate and services are very expensive,The US has unfair health and education policies,-1,0
The USA is a good country to live in,there is a very high unemployment rate and services are very expensive,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,there is a very high unemployment rate and services are very expensive,The US has high taxation/high costs of living,-1,1
The USA is a good country to live in,there is a very high unemployment rate and services are very expensive,The US is xenophobic/racist,-1,0
The USA is a good country to live in,there is a very high unemployment rate and services are very expensive,The US has inequality/poverty,-1,0
The USA is a good country to live in,there is a very high unemployment rate and services are very expensive,The US has a negative culture,-1,0
The USA is a good country to live in,there is a very high unemployment rate and services are very expensive,The US is unsafe,-1,0
The USA is a good country to live in,there is still a lot of racism and it takes away harmony,The US has unfair health and education policies,-1,0
The USA is a good country to live in,there is still a lot of racism and it takes away harmony,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,there is still a lot of racism and it takes away harmony,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,there is still a lot of racism and it takes away harmony,The US is xenophobic/racist,-1,1
The USA is a good country to live in,there is still a lot of racism and it takes away harmony,The US has inequality/poverty,-1,0
The USA is a good country to live in,there is still a lot of racism and it takes away harmony,The US has a negative culture,-1,0
The USA is a good country to live in,there is still a lot of racism and it takes away harmony,The US is unsafe,-1,0
The USA is a good country to live in,There is too much crime in the USA.,The US has unfair health and education policies,-1,0
The USA is a good country to live in,There is too much crime in the USA.,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,There is too much crime in the USA.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,There is too much crime in the USA.,The US is xenophobic/racist,-1,0
The USA is a good country to live in,There is too much crime in the USA.,The US has inequality/poverty,-1,0
The USA is a good country to live in,There is too much crime in the USA.,The US has a negative culture,-1,0
The USA is a good country to live in,There is too much crime in the USA.,The US is unsafe,-1,1
The USA is a good country to live in,"This country has a lot of crime that people do not notice, you have to take care of that",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"This country has a lot of crime that people do not notice, you have to take care of that",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"This country has a lot of crime that people do not notice, you have to take care of that",The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,"This country has a lot of crime that people do not notice, you have to take care of that",The US is xenophobic/racist,-1,0
The USA is a good country to live in,"This country has a lot of crime that people do not notice, you have to take care of that",The US has inequality/poverty,-1,0
The USA is a good country to live in,"This country has a lot of crime that people do not notice, you have to take care of that",The US has a negative culture,-1,0
The USA is a good country to live in,"This country has a lot of crime that people do not notice, you have to take care of that",The US is unsafe,-1,1
The USA is a good country to live in,"This country has a lot of discrimination in all its spheres, and this issue for work affects citizens a lot, so it remains in question whether it is a good country to live in or not.",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"This country has a lot of discrimination in all its spheres, and this issue for work affects citizens a lot, so it remains in question whether it is a good country to live in or not.",The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,"This country has a lot of discrimination in all its spheres, and this issue for work affects citizens a lot, so it remains in question whether it is a good country to live in or not.",The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,"This country has a lot of discrimination in all its spheres, and this issue for work affects citizens a lot, so it remains in question whether it is a good country to live in or not.",The US is xenophobic/racist,-1,1
The USA is a good country to live in,"This country has a lot of discrimination in all its spheres, and this issue for work affects citizens a lot, so it remains in question whether it is a good country to live in or not.",The US has a negative culture,-1,0
The USA is a good country to live in,"This country has a lot of discrimination in all its spheres, and this issue for work affects citizens a lot, so it remains in question whether it is a good country to live in or not.",The US is unsafe,-1,0
The USA is a good country to live in,"Today, The USA has intense political divisions that only seem to keep growing",The US has unfair health and education policies,-1,0
The USA is a good country to live in,"Today, The USA has intense political divisions that only seem to keep growing",The US has a problematic/divisive political system,-1,1
The USA is a good country to live in,"Today, The USA has intense political divisions that only seem to keep growing",The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,"Today, The USA has intense political divisions that only seem to keep growing",The US is xenophobic/racist,-1,0
The USA is a good country to live in,"Today, The USA has intense political divisions that only seem to keep growing",The US has inequality/poverty,-1,0
The USA is a good country to live in,"Today, The USA has intense political divisions that only seem to keep growing",The US has a negative culture,-1,0
The USA is a good country to live in,"Today, The USA has intense political divisions that only seem to keep growing",The US is unsafe,-1,0
The USA is a good country to live in,United States the country where the poor have no opportunities,The US has unfair health and education policies,-1,0
The USA is a good country to live in,United States the country where the poor have no opportunities,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,United States the country where the poor have no opportunities,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,United States the country where the poor have no opportunities,The US is xenophobic/racist,-1,0
The USA is a good country to live in,United States the country where the poor have no opportunities,The US has inequality/poverty,-1,1
The USA is a good country to live in,United States the country where the poor have no opportunities,The US has a negative culture,-1,0
The USA is a good country to live in,United States the country where the poor have no opportunities,The US is unsafe,-1,0
The USA is a good country to live in,USA is not a good country to live in because quality college education is too expensive,The US has unfair health and education policies,-1,1
The USA is a good country to live in,USA is not a good country to live in because quality college education is too expensive,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,USA is not a good country to live in because quality college education is too expensive,The US is xenophobic/racist,-1,0
The USA is a good country to live in,USA is not a good country to live in because quality college education is too expensive,The US has inequality/poverty,-1,0
The USA is a good country to live in,USA is not a good country to live in because quality college education is too expensive,The US has a negative culture,-1,0
The USA is a good country to live in,USA is not a good country to live in because quality college education is too expensive,The US is unsafe,-1,0
The USA is a good country to live in,USA still presents a big racial problem.,The US has unfair health and education policies,-1,0
The USA is a good country to live in,USA still presents a big racial problem.,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,USA still presents a big racial problem.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,USA still presents a big racial problem.,The US is xenophobic/racist,-1,1
The USA is a good country to live in,USA still presents a big racial problem.,The US has inequality/poverty,-1,0
The USA is a good country to live in,USA still presents a big racial problem.,The US has a negative culture,-1,0
The USA is a good country to live in,USA still presents a big racial problem.,The US is unsafe,-1,0
The USA is a good country to live in,We are a nation that is crowded with legal and illegal immigrants looking for opportunities which causes strong competition to emerge,The US has unfair health and education policies,-1,0
The USA is a good country to live in,We are a nation that is crowded with legal and illegal immigrants looking for opportunities which causes strong competition to emerge,The US has a problematic/divisive political system,-1,0
The USA is a good country to live in,We are a nation that is crowded with legal and illegal immigrants looking for opportunities which causes strong competition to emerge,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,We are a nation that is crowded with legal and illegal immigrants looking for opportunities which causes strong competition to emerge,The US has inequality/poverty,-1,0
The USA is a good country to live in,We are a nation that is crowded with legal and illegal immigrants looking for opportunities which causes strong competition to emerge,The US has a negative culture,-1,0
The USA is a good country to live in,We are a nation that is crowded with legal and illegal immigrants looking for opportunities which causes strong competition to emerge,The US is unsafe,-1,0
The USA is a good country to live in,Years of bad leaders are causing chaos in the USA.,The US has unfair health and education policies,-1,0
The USA is a good country to live in,Years of bad leaders are causing chaos in the USA.,The US has a problematic/divisive political system,-1,1
The USA is a good country to live in,Years of bad leaders are causing chaos in the USA.,The US has high taxation/high costs of living,-1,0
The USA is a good country to live in,Years of bad leaders are causing chaos in the USA.,The US is xenophobic/racist,-1,0
The USA is a good country to live in,Years of bad leaders are causing chaos in the USA.,The US has inequality/poverty,-1,0
The USA is a good country to live in,Years of bad leaders are causing chaos in the USA.,The US has a negative culture,-1,0
The USA is a good country to live in,Years of bad leaders are causing chaos in the USA.,The US is unsafe,-1,0
The USA is a good country to live in,"Along with the diversity of people, The United States has a diverse natural landscape",The US offers great opportunities for individuals,1,0
The USA is a good country to live in,"Along with the diversity of people, The United States has a diverse natural landscape",The US has freedoms/ democratic rights,1,0
The USA is a good country to live in,"Along with the diversity of people, The United States has a diverse natural landscape",The US has a great environment/nature,1,1
The USA is a good country to live in,"Along with the diversity of people, The United States has a diverse natural landscape",The US is a powerful country,1,0
The USA is a good country to live in,"Along with the diversity of people, The United States has a diverse natural landscape",The US has a good economy/high standard of living,1,0
The USA is a good country to live in,"Along with the diversity of people, The United States has a diverse natural landscape",The US has a good health and education systems ,1,0
The USA is a good country to live in,"America is a country with many opportunities for growth, we are a strong nation united under the temples in which we were founded",The US offers great opportunities for individuals,1,1
The USA is a good country to live in,"America is a country with many opportunities for growth, we are a strong nation united under the temples in which we were founded",The US has freedoms/ democratic rights,1,0
The USA is a good country to live in,"America is a country with many opportunities for growth, we are a strong nation united under the temples in which we were founded",The US has a great environment/nature,1,0
The USA is a good country to live in,"America is a country with many opportunities for growth, we are a strong nation united under the temples in which we were founded",The US has great people/culture,1,0
The USA is a good country to live in,"America is a country with many opportunities for growth, we are a strong nation united under the temples in which we were founded",The US has a good economy/high standard of living,1,0
The USA is a good country to live in,"America is a country with many opportunities for growth, we are a strong nation united under the temples in which we were founded",The US has a good health and education systems ,1,0
The USA is a good country to live in,America is a free nation where working hard you can live the American dream,The US has freedoms/ democratic rights,1,1
The USA is a good country to live in,America is a free nation where working hard you can live the American dream,The US has a great environment/nature,1,0
The USA is a good country to live in,America is a free nation where working hard you can live the American dream,The US has great people/culture,1,0
The USA is a good country to live in,America is a free nation where working hard you can live the American dream,The US is a powerful country,1,0
The USA is a good country to live in,America is a free nation where working hard you can live the American dream,The US has a good economy/high standard of living,1,0
The USA is a good country to live in,America is a free nation where working hard you can live the American dream,The US has a good health and education systems ,1,0
The USA is a good country to live in,because it takes care of the health of young people,The US offers great opportunities for individuals,1,0
The USA is a good country to live in,because it takes care of the health of young people,The US has freedoms/ democratic rights,1,0
The USA is a good country to live in,because it takes care of the health of young people,The US has a great environment/nature,1,0
The USA is a good country to live in,because it takes care of the health of young people,The US has great people/culture,1,0
The USA is a good country to live in,because it takes care of the health of young people,The US is a powerful country,1,0
The USA is a good country to live in,because it takes care of the health of young people,The US has a good economy/high standard of living,1,0
The USA is a good country to live in,because it takes care of the health of young people,The US has a good health and education systems ,1,1
